usage_id,service_id,usage_month,data_gb,voice_minutes,sms_count,roaming_gb,days_active
557,38,2025-03-01,16.77,36,16,1.2,30
558,38,2025-04-01,14.03,120,70,0.0,21
559,38,2025-05-01,15.97,274,73,0.4,26
560,38,2025-06-01,19.8,115,39,0.0,30
561,39,2024-01-01,51.94,312,54,0.0,30
562,39,2024-02-01,36.65,149,57,0.4,27
563,39,2024-03-01,62.86,276,0,0.0,30
564,39,2024-04-01,52.72,87,43,0.0,30
565,39,2024-05-01,39.59,282,80,0.4,30
566,39,2024-06-01,50.4,343,37,0.0,25
567,39,2024-07-01,36.46,207,34,0.4,30
568,39,2024-08-01,32.48,200,2,0.0,25
569,39,2024-09-01,52.54,183,19,1.2,30
570,39,2024-10-01,47.7,266,4,0.0,30
571,39,2024-11-01,48.6,197,29,0.0,30
572,39,2024-12-01,81.87,175,79,1.2,26
573,39,2025-01-01,44.61,171,10,0.0,27
574,39,2025-02-01,39.95,137,46,0.0,27
575,39,2025-03-01,42.78,286,95,0.0,24
576,39,2025-04-01,65.29,255,18,0.0,29
577,39,2025-05-01,52.05,192,79,1.2,22
578,39,2025-06-01,33.14,253,59,0.0,26
579,40,2024-06-01,9.79,40,97,0.4,23
580,40,2024-07-01,11.26,277,57,0.0,23
581,40,2024-08-01,5.45,209,35,0.0,30
582,40,2024-09-01,8.47,15,15,0.0,25
583,40,2024-10-01,11.25,239,84,1.2,26
584,40,2024-11-01,7.57,131,0,0.4,28
585,40,2024-12-01,11.16,230,87,0.0,30
586,40,2025-01-01,9.18,217,87,0.4,23
587,40,2025-02-01,4.75,231,0,0.4,25
588,40,2025-03-01,10.71,239,76,0.4,30
589,40,2025-04-01,9.33,102,0,0.0,24
590,40,2025-05-01,11.58,266,48,0.0,30
591,40,2025-06-01,11.24,206,32,1.2,24
592,41,2024-01-01,17.2,140,27,0.0,30
593,41,2024-02-01,24.47,63,34,0.0,20
594,41,2024-03-01,15.14,129,39,0.0,22
595,41,2024-04-01,21.14,226,0,0.0,28
596,41,2024-05-01,17.66,238,45,0.0,28
597,41,2024-06-01,16.69,221,69,0.0,20
598,41,2024-07-01,21.47,103,56,0.4,29
599,41,2024-08-01,20.13,248,24,0.0,30
600,41,2024-09-01,20.37,66,86,0.4,23
601,41,2024-10-01,16.65,154,108,0.0,30
602,41,2024-11-01,30.68,144,91,0.4,26
603,41,2024-12-01,22.66,0,43,0.0,26
604,41,2025-01-01,15.75,164,35,0.9,23
605,41,2025-02-01,8.64,136,0,0.0,13
606,41,2025-03-01,5.75,62,11,0.0,6
607,42,2024-01-01,79.08,217,14,0.0,30
608,42,2024-02-01,107.65,146,46,0.0,30
609,42,2024-03-01,60.51,98,49,0.4,23
610,42,2024-04-01,104.52,212,0,0.4,23
611,42,2024-05-01,82.73,0,65,0.0,27
612,42,2024-06-01,51.54,235,70,0.0,27
613,42,2024-07-01,67.18,129,0,0.0,26
614,42,2024-08-01,51.42,231,43,0.4,21
615,42,2024-09-01,136.57,105,21,0.0,25
616,42,2024-10-01,100.63,135,37,0.0,30
617,42,2024-11-01,81.06,21,44,0.0,28
618,42,2024-12-01,51.8,250,30,0.0,29
619,42,2025-01-01,136.69,134,41,0.0,29
620,42,2025-02-01,86.24,103,43,0.0,30
621,42,2025-03-01,51.83,38,47,0.4,29
622,42,2025-04-01,94.64,80,1,1.2,20
623,42,2025-05-01,101.43,106,87,1.2,25
624,42,2025-06-01,61.69,246,23,0.0,30
625,43,2024-01-01,21.53,366,47,0.0,23
626,43,2024-02-01,119.56,152,93,0.4,29
627,43,2024-03-01,62.91,413,109,0.0,28
628,43,2024-04-01,79.17,247,0,1.2,14
629,43,2024-05-01,95.83,347,36,0.4,30
630,43,2024-06-01,59.1,150,27,0.0,29
631,43,2024-07-01,65.32,0,54,0.4,26
632,43,2024-08-01,107.83,159,28,0.0,24
633,43,2024-09-01,129.17,161,33,0.0,30
634,43,2024-10-01,64.37,263,35,1.2,27
635,43,2024-11-01,95.81,248,28,0.0,20
636,43,2024-12-01,34.02,48,38,0.0,12
637,43,2025-01-01,7.81,35,8,0.0,6
638,44,2024-01-01,17.06,274,45,0.0,23
639,44,2024-02-01,31.67,145,59,0.0,18
640,44,2024-03-01,50.68,262,0,0.4,30
641,44,2024-04-01,7.1,200,0,0.0,24
642,44,2024-05-01,29.09,207,45,0.0,21
643,44,2024-06-01,67.41,125,0,0.0,30
644,44,2024-07-01,26.69,104,59,0.0,21
645,44,2024-08-01,23.62,172,29,0.0,16
646,44,2024-09-01,14.78,48,20,0.3,6
647,45,2024-01-01,30.92,98,0,0.0,30
648,45,2024-02-01,24.95,206,54,0.0,28
649,45,2024-03-01,14.35,226,64,0.0,26
650,45,2024-04-01,30.07,249,44,0.0,30
651,45,2024-05-01,20.7,276,42,0.0,28
652,45,2024-06-01,29.24,170,27,0.0,24
653,45,2024-07-01,17.91,174,9,0.0,21
654,45,2024-08-01,7.43,0,71,0.0,13
655,45,2024-09-01,7.54,39,20,0.0,8
656,46,2024-01-01,20.29,162,79,0.0,30
657,46,2024-02-01,20.17,175,61,0.0,20
658,46,2024-03-01,20.38,273,40,1.2,21
659,46,2024-04-01,13.2,161,92,0.0,29
660,46,2024-05-01,29.08,362,19,0.4,30
661,46,2024-06-01,27.08,119,17,0.0,30
662,46,2024-07-01,25.62,214,13,0.0,28
663,46,2024-08-01,15.42,121,61,0.0,30
664,46,2024-09-01,29.73,207,20,0.0,28
665,46,2024-10-01,25.12,133,46,0.4,30
666,46,2024-11-01,21.43,193,21,0.0,27
667,46,2024-12-01,2.86,351,61,1.2,30
668,46,2025-01-01,35.09,273,50,0.0,26
669,46,2025-02-01,14.51,334,30,0.4,25
670,46,2025-03-01,27.89,135,0,0.0,27
671,46,2025-04-01,25.68,443,0,0.4,30
672,46,2025-05-01,22.28,77,92,0.0,23
673,46,2025-06-01,17.33,185,76,0.0,30
674,47,2024-01-01,32.21,162,46,0.0,30
675,47,2024-02-01,42.0,192,60,0.0,28
676,47,2024-03-01,44.32,246,23,0.0,24
677,47,2024-04-01,35.24,118,43,0.0,23
678,47,2024-05-01,23.37,25,74,0.0,25
679,47,2024-06-01,40.59,148,86,1.2,27
680,47,2024-07-01,42.79,109,52,1.2,29
681,47,2024-08-01,19.41,340,13,0.4,28
682,47,2024-09-01,36.79,128,0,0.4,27
683,47,2024-10-01,2.05,39,44,0.0,30
684,47,2024-11-01,21.59,317,41,0.0,22
685,47,2024-12-01,35.13,260,48,1.2,30
686,47,2025-01-01,49.53,228,0,1.2,22
687,47,2025-02-01,31.35,146,18,0.0,30
688,47,2025-03-01,0.18,147,25,0.0,25
689,47,2025-04-01,29.64,324,28,0.0,30
690,47,2025-05-01,39.82,106,40,1.2,30
691,47,2025-06-01,31.0,360,21,1.2,27
692,48,2024-01-01,13.06,177,56,0.0,27
693,48,2024-02-01,17.62,138,40,1.2,24
694,48,2024-03-01,4.91,189,25,0.0,22
695,48,2024-04-01,10.73,113,93,1.2,29
696,48,2024-05-01,10.74,159,31,0.4,26
697,48,2024-06-01,5.19,217,38,1.2,30
698,48,2024-07-01,11.34,168,45,0.0,22
699,48,2024-08-01,5.06,188,52,0.0,18
700,48,2024-09-01,6.36,70,0,0.2,15
701,48,2024-10-01,4.19,38,5,0.0,7
702,49,2024-01-01,6.42,4,16,1.2,24
703,49,2024-02-01,9.58,235,0,0.0,23
704,49,2024-03-01,8.6,111,30,0.0,21
705,49,2024-04-01,7.02,50,71,0.0,27
706,49,2024-05-01,11.33,224,51,1.2,28
707,49,2024-06-01,8.84,148,76,0.0,26
708,49,2024-07-01,17.0,2,38,0.0,27
709,49,2024-08-01,8.81,148,15,0.0,30
710,49,2024-09-01,13.74,0,71,0.4,30
711,49,2024-10-01,11.7,268,7,0.0,26
712,49,2024-11-01,12.36,110,48,0.0,30
713,49,2024-12-01,9.19,149,12,1.2,21
714,49,2025-01-01,14.43,196,0,0.0,27
715,49,2025-02-01,17.26,177,0,0.0,29
716,49,2025-03-01,8.31,406,91,0.0,30
717,49,2025-04-01,12.29,125,34,1.2,20
718,49,2025-05-01,10.19,0,49,1.2,20
719,49,2025-06-01,2.03,343,8,0.0,21
720,50,2025-02-01,5.6,97,49,0.0,21
721,50,2025-03-01,4.34,103,41,0.2,13
722,50,2025-04-01,1.67,50,9,0.0,6
723,51,2024-01-01,40.59,147,45,0.0,30
724,51,2024-02-01,26.13,86,17,1.2,27
725,51,2024-03-01,35.81,128,59,0.0,29
726,51,2024-04-01,32.67,161,52,0.0,30
727,51,2024-05-01,42.94,175,50,1.2,30
728,51,2024-06-01,20.33,93,68,0.0,30
729,51,2024-07-01,38.15,175,80,0.0,28
730,51,2024-08-01,25.95,289,27,0.0,24
731,51,2024-09-01,21.46,114,27,0.0,30
732,51,2024-10-01,26.83,220,61,0.0,27
733,51,2024-11-01,21.41,101,0,0.3,19
734,51,2024-12-01,16.26,42,0,0.0,13
735,51,2025-01-01,3.63,35,13,0.0,6
